Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
1113,20,RL,NAmes,1Story,5,7,1957,1957,WdShing,816,816,0,816,1,TA,5,1,308,Normal,129900
1114,20,RL,NAmes,1Story,5,7,1953,2006,Wd Sdng,1008,1008,0,1008,1,Gd,6,1,240,Normal,134500
1115,20,RL,OldTown,1Story,5,7,1954,2000,MetalSd,833,833,0,833,0,Gd,4,1,326,Normal,117000
1116,20,RL,NridgHt,1Story,8,5,2007,2007,VinylSd,1734,1734,0,1734,1,Ex,7,3,928,Partial,318000
1117,80,RL,Gilbert,SLvl,8,5,2002,2002,VinylSd,408,779,640,1419,1,Gd,7,2,527,Normal,184100
1118,20,RL,Sawyer,1Story,5,7,1967,2003,VinylSd,894,894,0,894,1,Gd,5,2,450,Normal,130000
1119,80,RL,Sawyer,SLvl,5,6,1958,1987,MetalSd,533,1021,580,1601,0,TA,6,1,300,Normal,140000
1120,20,RL,NAmes,1Story,5,5,1959,1959,BrkFace,1040,1040,0,1040,0,TA,6,1,286,Normal,133700
1121,30,RM,IDOTRR,1Story,6,5,1920,1950,BrkFace,1012,1012,0,1012,0,TA,6,1,308,Normal,118400
1122,20,RL,CollgCr,1Story,7,5,2005,2006,VinylSd,1552,1552,0,1552,0,Gd,7,3,782,Partial,212900
1123,20,RL,Edwards,1Story,4,3,1956,1956,AsbShng,672,960,0,960,0,TA,5,1,288,Abnorml,112000
1124,20,RL,Edwards,1Story,5,9,1947,2008,VinylSd,698,698,0,698,0,TA,4,0,0,Normal,118000
1125,80,RL,Gilbert,SLvl,7,5,1992,1992,HdBoard,384,812,670,1482,0,Gd,7,2,392,Normal,163900
1126,20,RL,NAmes,1Story,4,5,1955,1955,Plywood,1005,1005,0,1005,0,Fa,5,2,672,Normal,115000
1127,120,RL,Blmngtn,1Story,7,5,2007,2007,VinylSd,1373,1555,0,1555,0,Gd,7,3,660,Normal,174000
1128,20,RL,Gilbert,1Story,7,5,2004,2004,VinylSd,1530,1530,0,1530,1,Gd,7,3,630,Family,259000
1129,60,RL,Gilbert,2Story,7,5,2004,2005,VinylSd,847,847,1112,1959,0,Gd,8,2,434,Normal,215000
1130,90,RM,OldTown,SFoyer,5,5,1980,1980,MetalSd,936,936,0,936,1,TA,4,2,672,Normal,140000
1131,50,RL,SWISU,1.5Fin,4,3,1928,1950,WdShing,1122,1328,653,1981,1,Gd,7,2,576,Normal,135000
1132,20,RL,Mitchel,1Story,5,5,1991,1992,HdBoard,974,974,0,974,0,TA,5,0,0,Abnorml,93500
1133,70,RM,OldTown,2Story,6,4,1880,1950,Wd Sdng,1008,1178,1032,2210,0,Fa,8,1,205,Normal,117500
1134,60,RL,SawyerW,2Story,8,5,1995,1995,VinylSd,1128,1142,878,2020,0,Gd,8,2,466,Normal,239500
1135,60,RL,Gilbert,2Story,6,5,1997,1997,VinylSd,916,916,684,1600,0,TA,7,2,460,Normal,169000
1136,30,RM,BrkSide,1Story,6,5,1926,1950,Wd Sdng,960,986,0,986,0,TA,5,1,180,Normal,102000
1137,50,RL,NAmes,1.5Fin,6,5,1950,1950,VinylSd,1032,1032,220,1252,0,TA,6,1,288,Abnorml,119000
1138,50,RL,Sawyer,1.5Fin,5,8,1875,1996,VinylSd,780,780,240,1020,0,TA,6,0,0,Normal,94000
1139,20,RL,Mitchel,1Story,6,5,1977,1977,Plywood,1567,1567,0,1567,1,Gd,5,2,714,Normal,196000
1140,30,RL,BrkSide,1Story,5,5,1920,1950,Stucco,915,1167,0,1167,0,TA,6,2,495,Normal,144000
1141,20,RL,NAmes,1Story,5,7,1951,1951,HdBoard,952,952,0,952,1,TA,4,2,840,Abnorml,139000
1142,60,RL,NWAmes,2Story,5,7,1976,1976,Plywood,780,1088,780,1868,1,Gd,9,2,484,Normal,197500
1143,60,RL,CollgCr,2Story,8,5,2006,2007,VinylSd,1466,1466,1362,2828,1,Gd,11,3,1052,Partial,424870
1144,20,RL,Sawyer,1Story,5,3,1959,1959,Wd Sdng,1006,1006,0,1006,0,TA,5,0,0,Normal,80000
1145,190,RL,Edwards,1.5Fin,4,4,1941,1950,MetalSd,672,672,252,924,1,Fa,5,1,280,Normal,80000
1146,50,RM,BrkSide,1.5Fin,5,6,1928,1950,MetalSd,1042,1042,534,1576,0,TA,8,1,225,Family,149000
1147,20,RL,SawyerW,1Story,6,5,1985,1985,Wd Sdng,1298,1298,0,1298,1,Gd,5,2,403,Normal,180000
1148,70,RL,Crawfor,2Story,7,7,1941,1950,MetalSd,704,860,704,1564,0,Fa,7,1,234,Normal,174500
1149,50,RM,OldTown,1.5Fin,7,7,1926,1950,Wd Sdng,572,572,539,1111,0,TA,5,1,288,Normal,116900
1150,70,RM,OldTown,2Story,7,9,1920,1988,VinylSd,650,832,650,1482,0,TA,7,2,324,Normal,143000
1151,20,RL,NAmes,1Story,6,5,1950,1950,BrkFace,932,932,0,932,0,Gd,4,1,306,Normal,124000
1152,20,RL,Edwards,1Story,5,4,1959,1959,HdBoard,1466,1466,0,1466,0,Fa,6,2,528,Normal,149900
1153,20,RL,Crawfor,1Story,6,7,1956,2004,Stone,1073,1811,0,1811,0,Ex,6,2,470,Abnorml,230000
1154,30,RM,IDOTRR,1Story,6,8,1930,2007,Wd Sdng,816,816,0,816,0,TA,5,1,432,Normal,120500
1155,60,RL,NAmes,2Story,7,6,1965,1988,VinylSd,864,902,918,1820,0,Gd,8,2,492,Normal,201800
1156,20,RL,Veenker,1Story,5,8,1976,2004,Plywood,1437,1437,0,1437,1,Gd,6,2,528,Normal,218000
1157,80,RL,NAmes,SLvl,5,8,1965,1999,BrkFace,1219,1265,0,1265,0,Gd,6,2,502,Normal,179900
1158,120,RL,NridgHt,1Story,7,5,2007,2008,VinylSd,1314,1314,0,1314,1,Gd,6,2,626,Normal,230000
1159,20,RL,Somerst,1Story,8,5,2007,2008,VinylSd,1580,1580,0,1580,0,Gd,7,3,830,Partial,235128
1160,60,RL,NWAmes,2Story,6,6,1974,1974,HdBoard,901,943,933,1876,0,Gd,8,2,540,Normal,185000
1161,160,RL,NPkVill,2Story,6,5,1978,1978,Plywood,855,855,601,1456,0,TA,7,2,440,Normal,146000
1162,20,RL,Crawfor,1Story,6,7,1954,2006,HdBoard,1296,1640,0,1640,1,Gd,7,2,924,Normal,224000
1163,20,RL,Sawyer,1Story,5,5,1968,1968,VinylSd,894,894,0,894,0,TA,5,2,450,Normal,129000
1164,90,RL,Sawyer,SFoyer,4,4,1969,1969,Plywood,1198,1258,0,1258,2,TA,6,2,400,Alloca,108959
1165,80,RL,Veenker,SLvl,5,7,1978,1978,Plywood,1360,1432,0,1432,1,Gd,5,2,588,Normal,194000
1166,20,RL,NridgHt,1Story,7,5,2009,2009,VinylSd,1502,1502,0,1502,0,Gd,7,2,644,Partial,233170
1167,20,RL,CollgCr,1Story,8,5,2008,2008,VinylSd,1694,1694,0,1694,0,Gd,7,3,776,Normal,245350
1168,60,RL,Gilbert,2Story,6,5,2000,2000,VinylSd,959,959,712,1671,1,TA,7,2,472,Normal,173000
1169,70,RL,Edwards,2Story,6,7,1935,1986,Stucco,1127,1236,872,2108,0,Gd,7,2,540,Normal,235000
1170,60,RL,NoRidge,2Story,10,5,1995,1996,HdBoard,1930,1831,1796,3627,1,Gd,10,3,807,Normal,625000
1171,80,RL,Mitchel,SLvl,6,6,1977,1977,Plywood,1096,1118,0,1118,1,TA,6,1,358,Normal,171000
1172,20,RL,NAmes,1Story,6,6,1958,1958,MetalSd,1261,1261,0,1261,1,TA,6,2,433,Normal,163000
1173,160,FV,Somerst,2Story,7,5,2006,2007,MetalSd,625,625,625,1250,0,Gd,5,2,625,Normal,171900
1174,50,RL,ClearCr,1.5Fin,5,6,1946,1994,MetalSd,1598,1636,971,3086,0,Ex,12,0,0,Normal,200500
1175,70,RL,Crawfor,2Story,6,8,1932,1950,Wd Sdng,952,1170,1175,2345,0,TA,9,2,360,Normal,239000
1176,50,RL,NoRidge,1.5Fin,8,5,1992,2000,HdBoard,1683,2129,743,2872,0,Gd,9,2,541,Normal,285000
1177,20,RL,Mitchel,1Story,5,5,1984,1985,HdBoard,876,923,0,923,1,TA,5,1,264,Normal,119500
1178,50,RM,OldTown,1.5Fin,6,8,1926,2004,MetalSd,818,818,406,1224,0,TA,5,1,210,Normal,115000
1179,50,RL,Crawfor,1.5Fin,5,6,1921,1950,Wd Sdng,731,820,523,1343,0,TA,7,1,186,Normal,154900
1180,20,RL,Edwards,1Story,5,5,1954,1954,Wd Sdng,0,1124,0,1124,0,TA,5,0,0,Normal,93000
1181,60,RL,Timber,2Story,7,5,1990,1991,MetalSd,1216,1298,1216,2514,0,TA,8,2,693,Normal,250000
1182,120,RM,Crawfor,1Story,8,5,2008,2008,CemntBd,1600,1652,0,1652,1,Gd,5,2,482,Partial,392500
1183,60,RL,NoRidge,2Story,10,5,1996,1996,Wd Sdng,2396,2411,2065,4476,1,Ex,10,3,813,Abnorml,745000
1184,30,RL,OldTown,1Story,5,6,1920,1950,Stucco,1120,1130,0,1130,1,TA,5,2,720,Normal,120000
1185,20,RL,Timber,1Story,5,4,1963,1963,MetalSd,1572,1572,0,1572,1,TA,5,3,995,Normal,186700
1186,50,RL,Edwards,1.5Fin,5,7,1924,1950,AsbShng,784,949,272,1221,1,TA,7,1,392,Normal,104900
1187,190,RL,OldTown,2Story,3,5,1900,1970,HdBoard,978,1014,685,1699,1,TA,7,2,420,Abnorml,95000
1188,20,RL,NoRidge,1Story,8,5,1994,1995,ImStucc,1624,1624,0,1624,1,Gd,5,3,757,Normal,262000
1189,60,RL,CollgCr,2Story,7,5,2002,2002,VinylSd,831,831,829,1660,0,Gd,7,2,493,Normal,195000
1190,60,RL,Gilbert,2Story,7,5,1999,1999,VinylSd,994,1028,776,1804,0,Gd,7,2,442,Normal,189000
1191,190,RL,Mitchel,1Story,4,4,1961,1975,MetalSd,1249,1622,0,1622,1,TA,7,4,1356,Normal,168000
1192,160,FV,Somerst,2Story,8,5,1999,2000,MetalSd,776,764,677,1441,0,Gd,5,2,492,Normal,174000
1193,50,RM,OldTown,1.5Fin,5,8,1925,1994,VinylSd,702,842,630,1472,0,Gd,6,1,250,Normal,125000
1194,120,RM,Mitchel,1Story,6,5,1999,1999,VinylSd,1224,1224,0,1224,1,TA,5,2,402,Normal,165000
1195,60,RL,Sawyer,2Story,6,7,1969,1969,HdBoard,663,663,689,1352,0,TA,7,1,299,Normal,158000
1196,60,RL,Gilbert,2Story,6,5,2005,2005,VinylSd,728,728,728,1456,0,Gd,8,2,400,Normal,176000
1197,60,RL,Gilbert,2Story,7,5,2006,2006,VinylSd,879,879,984,1863,0,Gd,9,3,660,Partial,219210
1198,75,RM,OldTown,2.5Unf,7,6,1916,1950,MetalSd,815,815,875,1690,0,TA,7,1,225,Normal,144000
1199,20,RL,CollgCr,1Story,7,5,2001,2001,VinylSd,1212,1212,0,1212,0,Gd,6,2,573,Normal,178000
1200,20,RL,Sawyer,1Story,4,5,1963,1979,HdBoard,1051,1382,0,1382,0,TA,6,2,459,Normal,148000
1201,20,RL,NAmes,1Story,4,5,1970,1970,MetalSd,864,864,0,864,0,TA,5,1,280,Abnorml,116050
1202,60,RL,CollgCr,2Story,7,5,1998,1998,VinylSd,866,866,913,1779,0,Gd,6,2,546,Normal,197900
1203,50,RM,BrkSide,1.5Fin,5,8,1925,1997,Wd Sdng,884,884,464,1348,1,TA,5,1,216,Normal,117000
1204,20,RL,CollgCr,1Story,7,5,2000,2001,VinylSd,1630,1630,0,1630,0,Gd,6,2,451,Normal,213000
1205,20,RL,NWAmes,1Story,5,6,1975,1975,HdBoard,1056,1074,0,1074,1,TA,6,2,495,Normal,153500
1206,20,RL,SawyerW,1Story,7,7,1990,1991,HdBoard,2158,2196,0,2196,0,Gd,7,3,701,Normal,271900
1207,20,RH,SawyerW,1Story,4,4,1966,1966,HdBoard,1056,1056,0,1056,1,TA,5,1,384,Normal,107000
1208,20,RL,CollgCr,1Story,6,5,2003,2003,VinylSd,1682,1700,0,1700,1,Gd,7,2,544,Normal,200000
1209,20,RL,NAmes,1Story,5,7,1962,1980,MetalSd,931,1283,0,1283,1,TA,6,2,506,Normal,140000
1210,20,RL,Somerst,1Story,8,5,2006,2006,VinylSd,1660,1660,0,1660,1,Gd,8,2,500,Partial,290000
1211,60,RL,SawyerW,2Story,6,5,1992,1992,Wd Sdng,1055,1055,790,1845,0,Gd,8,2,462,Normal,189000
1212,50,RL,Gilbert,1.5Fin,8,7,1988,2005,Wd Sdng,559,1080,672,1752,0,TA,8,2,492,Normal,164000
1213,30,RL,Edwards,1Story,4,6,1941,1950,MetalSd,672,672,0,672,1,TA,4,1,234,Normal,113000
1214,80,RL,Sawyer,SLvl,4,9,1965,2001,VinylSd,648,960,0,960,1,TA,3,1,364,Normal,145000
1215,85,RL,NAmes,SFoyer,5,5,1962,1962,MetalSd,925,999,0,999,1,TA,6,1,300,Normal,134500
1216,20,RL,Sawyer,1Story,5,5,1966,1966,VinylSd,894,894,0,894,0,TA,5,1,384,Normal,125000
1217,90,RM,Sawyer,1.5Fin,6,5,1978,1978,VinylSd,0,1318,584,1902,0,TA,8,2,539,Normal,112000
1218,20,FV,Somerst,1Story,8,5,2009,2009,CemntBd,1300,1314,0,1314,1,Gd,6,2,552,Partial,229456
1219,50,RM,BrkSide,1.5Fin,4,5,1947,1950,AsbShng,0,672,240,912,0,TA,3,0,0,Normal,80500
1220,160,RM,BrDale,2Story,6,5,1971,1971,CemntBd,672,672,546,1218,0,TA,7,0,0,Abnorml,91500
1221,20,RL,NAmes,1Story,5,5,1964,1964,Wd Sdng,912,912,0,912,0,TA,5,1,288,Abnorml,115000
1222,20,RL,Sawyer,1Story,5,5,1968,1968,HdBoard,952,1211,0,1211,0,TA,5,1,322,Normal,134000
1223,50,RL,NAmes,1.5Fin,6,6,1949,1950,Wd Sdng,1040,1168,678,1846,0,TA,7,1,315,Normal,143000
1224,20,RL,NAmes,1Story,5,3,1951,1951,Wd Sdng,2136,2136,0,2136,0,TA,7,2,528,Normal,137900
1225,60,RL,Gilbert,2Story,7,5,2004,2005,VinylSd,788,788,702,1490,1,Gd,8,2,388,Normal,184000
1226,80,RL,NAmes,SLvl,6,8,1958,1958,VinylSd,588,1138,0,1138,0,TA,6,1,264,Normal,145000
1227,60,RL,Somerst,2Story,6,5,2007,2007,VinylSd,894,894,1039,1933,0,Gd,9,3,668,Normal,214000
1228,20,RL,NAmes,1Story,5,8,1965,2008,VinylSd,912,912,0,912,1,Gd,5,2,576,Normal,147000
1229,120,RL,NridgHt,1Story,9,5,2008,2008,MetalSd,1702,1702,0,1702,1,Ex,7,3,1052,Partial,367294
1230,80,RL,NAmes,SLvl,5,5,1960,1960,BrkFace,1075,1507,0,1507,0,TA,7,1,404,Normal,127000
1231,90,RL,Sawyer,1.5Fin,5,5,1977,1977,Plywood,1361,1361,1259,2620,0,TA,12,2,600,Normal,190000
1232,90,RL,NAmes,SLvl,5,6,1962,1962,Wd Sdng,1106,1190,0,1190,1,TA,6,2,540,Normal,132500
1233,90,RL,NAmes,1Story,4,5,1962,1962,HdBoard,0,1224,0,1224,0,TA,6,2,462,Normal,101800
1234,20,RL,NAmes,1Story,5,5,1959,1959,Plywood,1188,1188,0,1188,1,TA,6,2,531,Abnorml,142000
1235,70,RH,SWISU,2Story,5,6,1911,1950,MetalSd,940,1024,940,1964,0,TA,7,0,0,Abnorml,130000
1236,70,RL,Crawfor,2Story,5,5,1914,1950,Wd Sdng,747,892,892,1784,0,TA,9,1,180,Normal,138887
1237,160,RL,NridgHt,2Story,7,5,2003,2003,VinylSd,764,764,862,1626,0,Gd,6,2,474,Normal,175500
1238,60,RL,CollgCr,2Story,7,5,2004,2005,VinylSd,847,847,1101,1948,0,Gd,8,2,434,Normal,195000
1239,20,RL,SawyerW,1Story,6,5,2005,2005,VinylSd,1141,1141,0,1141,0,TA,6,2,484,Abnorml,142500
1240,20,RL,Timber,1Story,8,5,2006,2006,VinylSd,1476,1484,0,1484,0,Ex,6,2,472,Normal,265900
1241,60,RL,CollgCr,2Story,7,5,2003,2003,VinylSd,884,884,884,1768,1,Gd,8,2,543,Normal,224900
1242,20,RL,Somerst,1Story,7,6,2007,2007,VinylSd,1689,1689,0,1689,0,Gd,7,3,954,Partial,248328
1243,85,RL,NWAmes,SFoyer,7,6,1974,1974,Plywood,1053,1173,0,1173,1,Gd,6,2,528,Family,170000
1244,20,RL,NridgHt,1Story,10,5,2006,2006,VinylSd,2076,2076,0,2076,1,Ex,7,3,850,Partial,465000
1245,70,RL,Crawfor,2Story,8,7,1929,1950,BrkFace,792,792,725,1517,0,Gd,7,2,400,Normal,230000
1246,80,RL,NWAmes,SLvl,6,7,1984,2003,VinylSd,585,1140,728,1868,0,TA,7,2,477,Abnorml,178000
1247,60,FV,Somerst,2Story,7,5,2005,2006,VinylSd,756,756,797,1553,0,Gd,6,2,615,Partial,186500
1248,80,RL,Mitchel,SLvl,6,5,1976,1976,HdBoard,1012,1034,0,1034,1,TA,6,3,888,Normal,169900
1249,75,RM,OldTown,2.5Unf,6,5,1917,1950,AsbShng,735,1134,924,2058,0,TA,8,2,396,Normal,129500
1250,20,RL,NAmes,1Story,5,7,1950,1950,MetalSd,876,988,0,988,0,TA,6,1,276,Normal,119000
1251,20,RL,NAmes,1Story,7,5,1968,1968,BrkFace,2110,2110,0,2110,1,Ex,8,2,522,Normal,244000
1252,120,RL,NridgHt,1Story,7,5,2003,2003,VinylSd,1405,1405,0,1405,0,Gd,6,2,478,Normal,171750
1253,20,RL,Mitchel,1Story,5,6,1968,1968,HdBoard,864,874,0,874,1,TA,5,1,288,Normal,130000
1254,60,RL,Veenker,2Story,7,7,1974,2003,Wd Sdng,1192,1516,651,2167,1,Gd,9,2,518,Normal,294000
1255,60,RL,Edwards,2Story,7,5,2003,2004,VinylSd,746,760,896,1656,0,Gd,7,2,397,Normal,165400
1256,50,RM,BrkSide,1.5Fin,6,6,1931,1950,Wd Sdng,884,959,408,1367,0,TA,6,1,560,Normal,127500
1257,20,RL,NoRidge,1Story,8,5,1994,1994,HdBoard,1986,1987,0,1987,1,Gd,7,2,691,Normal,301500
1258,30,RL,Edwards,1Story,5,8,1922,1950,Wd Sdng,864,864,0,864,0,TA,4,0,0,Normal,99900
1259,80,RL,Gilbert,SLvl,7,5,2005,2005,VinylSd,856,1166,0,1166,1,Gd,5,2,400,Normal,190000
1260,20,RL,NAmes,1Story,6,8,1969,1969,HdBoard,1054,1054,0,1054,1,TA,6,2,460,Normal,151000
1261,60,RL,Gilbert,2Story,6,5,1999,1999,VinylSd,841,892,783,1675,0,TA,7,2,502,Normal,181000
1262,20,RL,NAmes,1Story,5,6,1956,1956,MetalSd,1050,1050,0,1050,0,TA,5,1,338,Normal,128900
1263,50,RL,ClearCr,1.5Fin,4,5,1957,1989,Wd Sdng,1104,1104,684,1788,1,TA,8,1,304,Normal,161500
1264,70,RL,BrkSide,2Story,6,6,1919,1950,Wd Sdng,764,1060,764,1824,0,TA,8,2,520,Normal,180500
1265,120,RH,NAmes,1Story,6,5,1998,1999,MetalSd,1405,1337,0,1337,1,Gd,5,2,511,Abnorml,181000
1266,160,FV,Somerst,2Story,7,5,1999,1999,MetalSd,691,713,739,1452,1,Gd,6,2,506,Normal,183900
1267,190,RM,OldTown,2.5Unf,7,4,1910,1950,Wd Sdng,925,964,925,1889,0,TA,9,1,308,Normal,122000
1268,20,RL,Timber,1Story,9,5,2008,2009,Stucco,2002,2018,0,2018,0,Ex,10,3,746,Normal,378500
1269,50,RL,Crawfor,1.5Fin,8,9,1935,1997,Stucco,728,1968,1479,3447,0,Gd,11,3,1014,Normal,381000
1270,50,RL,NAmes,1.5Fin,5,5,1958,1958,MetalSd,874,874,650,1524,0,TA,7,1,315,Normal,144000
1271,40,RL,ClearCr,1Story,7,6,1979,1979,Plywood,1332,1332,192,1524,2,Gd,4,2,586,Normal,260000
1272,20,RL,NWAmes,1Story,6,7,1968,1968,BrkFace,1489,1489,0,1489,0,Gd,7,2,462,Normal,185750
1273,20,RL,Sawyer,1Story,5,6,1965,1965,HdBoard,935,935,0,935,1,TA,5,1,288,Normal,137000
1274,80,RL,Edwards,SLvl,6,7,1959,2006,Plywood,1019,1357,0,1357,1,Ex,5,1,312,Normal,177000
1275,50,RL,Crawfor,1.5Fin,5,6,1910,2003,Wd Sdng,661,661,589,1250,0,TA,8,2,552,Normal,139000
1276,90,RL,NAmes,2Story,5,5,1948,1950,AsbShng,928,928,992,1920,0,TA,10,2,400,Normal,137000
1277,60,RL,NWAmes,2Story,6,6,1972,1972,HdBoard,723,735,660,1395,0,TA,6,2,497,Normal,162000
1278,80,RL,NWAmes,SLvl,6,5,1967,1976,HdBoard,1680,1724,0,1724,1,TA,7,2,480,Normal,197900
1279,60,RL,CollgCr,2Story,8,5,2002,2002,VinylSd,1128,1128,903,2031,1,Gd,7,2,577,Normal,237000
1280,50,C (all),IDOTRR,1.5Fin,4,4,1920,1950,MetalSd,698,698,430,1128,0,TA,6,2,528,Abnorml,68400
1281,20,RL,CollgCr,1Story,7,5,2002,2002,VinylSd,1573,1573,0,1573,1,Gd,6,2,544,Normal,227000
1282,20,RL,Timber,1Story,7,5,1990,1990,HdBoard,1309,1339,0,1339,1,TA,6,2,484,Normal,180000
1283,20,RL,CollgCr,1Story,5,7,1977,2008,HdBoard,1040,1040,0,1040,0,Gd,5,2,484,Normal,150500
1284,90,RL,Mitchel,2Story,6,5,1971,1971,MetalSd,912,912,912,1824,0,TA,8,0,0,Normal,139000
1285,50,RL,SWISU,1.5Fin,6,7,1919,1990,Wd Sdng,804,1699,748,2447,0,Gd,10,1,336,Normal,169000
1286,50,RM,BrkSide,1.5Fin,6,6,1939,1950,MetalSd,780,825,587,1412,0,TA,6,1,280,Normal,132500
1287,20,RL,NWAmes,1Story,6,5,1963,1963,HdBoard,1328,1328,0,1328,1,TA,6,2,528,Normal,143000
1288,20,RL,ClearCr,1Story,5,5,1964,1964,Wd Sdng,1624,1582,0,1582,0,TA,7,2,390,Normal,190000
1289,120,RL,StoneBr,1Story,8,5,2000,2000,CemntBd,1501,1659,0,1659,1,Ex,5,2,499,Normal,278000
1290,60,RL,NridgHt,2Story,8,5,2006,2006,VinylSd,1085,1120,850,1970,0,Ex,8,3,753,Partial,281000
1291,80,RL,NAmes,SLvl,5,7,1964,1964,Wd Sdng,1152,1152,0,1152,1,TA,6,2,484,Normal,180500
1292,160,RM,BrDale,2Story,5,7,1972,1972,CemntBd,630,630,672,1302,0,TA,6,1,264,Normal,119500
1293,70,RM,OldTown,2Story,5,4,1892,1965,Wd Sdng,994,1378,994,2372,0,TA,11,1,432,Normal,107500
1294,60,RL,NWAmes,2Story,7,5,1976,1976,HdBoard,832,832,832,1664,0,TA,8,2,528,Normal,162900
1295,20,RL,Edwards,1Story,5,7,1955,1990,WdShing,864,864,0,864,1,TA,5,2,572,Normal,115000
1296,20,RL,NAmes,1Story,5,5,1968,1968,HdBoard,1052,1052,0,1052,1,TA,5,1,288,Normal,138500
1297,20,RL,NAmes,1Story,5,6,1963,1963,MetalSd,1120,1128,0,1128,1,TA,6,2,525,Normal,155000
1298,180,RM,Edwards,SFoyer,6,5,2005,2006,VinylSd,547,1072,0,1072,1,TA,5,2,525,Partial,140000
1299,60,RL,Edwards,2Story,10,5,2008,2008,Stucco,6110,4692,950,5642,2,Ex,12,2,1418,Partial,160000
1300,20,RL,NAmes,1Story,5,7,1959,1994,BrkFace,1246,1246,0,1246,1,Gd,6,1,305,Normal,154000
1301,60,RL,Gilbert,2Story,7,5,1999,1999,VinylSd,978,1005,978,1983,0,Gd,9,2,490,Normal,225000
1302,70,RL,Crawfor,2Story,6,7,1942,1950,Wd Sdng,771,753,741,1494,0,Gd,7,1,213,Normal,177500
1303,60,RL,NoRidge,2Story,8,5,1994,1994,VinylSd,1165,1203,1323,2526,1,Gd,8,3,844,Normal,290000
1304,20,RL,Somerst,1Story,7,5,2005,2005,VinylSd,1616,1616,0,1616,0,Gd,7,3,834,Normal,232000
1305,160,RM,Edwards,2Story,7,5,2004,2004,VinylSd,976,976,732,1708,0,Gd,7,2,380,Normal,130000
1306,20,RL,NridgHt,1Story,9,5,2006,2007,VinylSd,1652,1652,0,1652,1,Ex,6,2,840,Normal,325000
1307,120,RL,NridgHt,1Story,7,5,2005,2006,VinylSd,1368,1368,0,1368,0,Gd,6,2,474,Partial,202500
1308,20,RL,CollgCr,1Story,5,5,1994,1995,VinylSd,990,990,0,990,1,TA,5,2,480,Normal,138000
1309,20,RM,OldTown,1Story,5,7,1948,2005,MetalSd,924,1122,0,1122,1,Gd,6,2,528,Normal,147000
1310,20,RL,SawyerW,1Story,6,5,1991,1991,HdBoard,1278,1294,0,1294,1,Gd,6,2,496,Normal,179200
1311,20,RL,Crawfor,1Story,7,8,1959,2002,BrkFace,1902,1902,0,1902,1,Ex,7,2,567,Normal,335000
1312,20,RL,CollgCr,1Story,7,5,2005,2007,VinylSd,1274,1274,0,1274,1,Gd,6,2,508,Partial,203000
1313,60,RL,NoRidge,2Story,8,5,1990,1990,Wd Sdng,1453,1453,1357,2810,0,Gd,9,2,750,Normal,302000
1314,60,RL,NoRidge,2Story,9,5,1999,1999,VinylSd,1393,1422,1177,2599,0,Gd,10,3,779,Normal,333168
1315,20,RL,Edwards,1Story,4,6,1954,1954,Wd Sdng,948,948,0,948,1,TA,5,1,280,Normal,119000
1316,60,RL,NAmes,2Story,6,5,1969,1969,HdBoard,952,1092,1020,2112,0,TA,9,2,576,Normal,206900
1317,20,RL,CollgCr,1Story,8,5,2008,2008,VinylSd,1622,1630,0,1630,1,Ex,8,3,860,Normal,295493
1318,120,FV,Somerst,1Story,7,5,2006,2007,VinylSd,1352,1352,0,1352,0,Gd,5,2,466,Partial,208900
1319,20,RL,CollgCr,1Story,8,5,2001,2002,VinylSd,1753,1787,0,1787,0,Gd,7,3,748,Normal,275000
1320,20,RL,Edwards,1Story,4,5,1954,1954,Wd Sdng,864,948,0,948,0,TA,5,1,248,Normal,111000
1321,20,RL,NAmes,1Story,6,3,1957,1957,BrkFace,1478,1478,0,1478,1,TA,6,2,442,Normal,156500
1322,20,RL,BrkSide,1Story,3,6,1949,1950,VinylSd,0,720,0,720,0,TA,4,1,287,Normal,72500
1323,60,RL,NoRidge,2Story,7,5,1992,1992,HdBoard,750,1061,862,1923,1,Gd,8,2,564,Normal,190000
1324,30,RL,BrkSide,1Story,4,7,1940,1950,VinylSd,420,708,0,708,0,Fa,5,0,0,Normal,82500
1325,20,RL,Somerst,1Story,8,5,2006,2007,VinylSd,1795,1795,0,1795,0,Gd,7,3,895,Partial,147000
1326,30,RM,IDOTRR,1Story,4,4,1922,1950,AsbShng,796,796,0,796,0,TA,5,0,0,Normal,55000
1327,30,RH,Edwards,1Story,3,6,1931,2006,MetalSd,544,774,0,774,0,Gd,6,0,0,Normal,79000
1328,20,RL,Mitchel,1Story,5,9,1982,2008,VinylSd,816,816,0,816,0,Gd,5,1,264,Normal,130500
1329,50,RM,OldTown,1.5Fin,6,7,1920,1950,BrkFace,1510,1584,1208,2792,0,TA,8,2,520,Normal,256000
1330,60,RL,Gilbert,2Story,7,5,1998,1998,VinylSd,935,955,677,1632,0,TA,8,2,462,Normal,176500
1331,20,RL,Somerst,1Story,8,5,2006,2006,VinylSd,1588,1588,0,1588,0,Gd,7,3,825,Normal,227000
